,Sentiment,Time,Text,cleaned,cleaned2,label_x,label_y,predicted
88,positive,23/9/21,"Right now I own 3 cats that I found outside, a good eight years ago, and I found another cat which I adopted also.  I have always fed them Eukanuba Adult Lamb&Rice dry cat food, and they truly LOVE IT!  When you first open the bag you can smell the savory aroma!  Of the 3 cats that I found outdoor and adopted, one turned out to be a Turkish Angora and the other has markings similar to that of a snow leopard, and the third cat I found out is part Egyptian mau.  I also feed a feral cat who has been living in my back yard for 10 years.  They all love this food, and even when they changed the formula of this food a few years ago, they still eat it and love it!  If you read the ingredients, it is excellently made, and a real plus for their diet!  They've been eating it for years now, and I have yet to see any of my cats turn up their nose to this food.<br /><br />The other dry foods that my cats love is Fancy Feast Gourmet Filet Mignon Flavor with Real Seafood & Shrimp Dry Cat Food and they've just started eating Eagle Pack Natural Pet Food, Indoor Formula for Cats and a cat food brand called 'Artemis'.  I haven't any problems with them eating any of these dry foods, and I've been rescuing cats for over 30 years now, and have owned as many as 7 cats at one time.  One set of kittens were born outdoor and I brought them indoors with their mother and kept them all until the day they passed on(they all lived to be close to 20 years of age) and they too ate Eukanuba lamb&rice and loved it!<br /><br />I have had foods that they turned up their nose with like 'Chicken Soup' and 'Taste of the Wild'.  The same way we humans have our likes and dislikes is the same way that these cats have their likes and dislikes.  What's good for one cat might not be good for another.  You just have to learn your cat, and see what they like and just give it to them.  While my cats are in love with Eukanuba lamb&rice, maybe your cat will also or maybe not, but it isn't fair to not try this food because of a review where the owner says that their cat doesn't like it. As previously stated, maybe your cat will not like it or maybe your cat will love it!  I've tried cat foods based on good reviews figuring that the food will automatically be a hit and sometimes it was and sometimes it wasn't!  It's all up to the cat!","['right', 'cat', 'found', 'outside', 'good', 'eight', 'year', 'ago', 'found', 'another', 'cat', 'adopted', 'also', 'always', 'fed', 'eukanuba', 'adult', 'lamb', 'rice', 'dry', 'cat', 'food', 'truly', 'love', 'first', 'open', 'bag', 'smell', 'savory', 'aroma', 'cat', 'found', 'outdoor', 'adopted', 'one', 'turned', 'turkish', 'angora', 'marking', 'similar', 'snow', 'leopard', 'third', 'cat', 'found', 'part', 'egyptian', 'mau', 'also', 'feed', 'feral', 'cat', 'living', 'back', 'yard', 'year', 'love', 'food', 'even', 'changed', 'formula', 'food', 'year', 'ago', 'still', 'eat', 'love', 'read', 'ingredient', 'excellently', 'made', 'real', 'plus', 'diet', 'they', 'eating', 'year', 'now', 'yet', 'see', 'cat', 'turn', 'nose', 'food.', 'the', 'dry', 'food', 'cat', 'love', 'fancy', 'feast', 'gourmet', 'filet', 'mignon', 'flavor', 'real', 'seafood', 'shrimp', 'dry', 'cat', 'food', 'they', 'started', 'eating', 'eagle', 'pack', 'natural', 'pet', 'food', 'indoor', 'formula', 'cat', 'cat', 'food', 'brand', 'called', ""'artemis"", 'problem', 'eating', 'dry', 'food', 'rescuing', 'cat', 'year', 'now', 'owned', 'many', 'cat', 'one', 'time', 'one', 'set', 'kitten', 'born', 'outdoor', 'brought', 'indoors', 'mother', 'kept', 'day', 'passed', 'they', 'lived', 'close', 'year', 'age', 'ate', 'eukanuba', 'lamb', 'rice', 'loved', 'food', 'turned', 'nose', 'like', ""'chicken"", 'soup', ""'taste"", 'wild', 'way', 'human', 'like', 'dislike', 'way', 'cat', 'like', 'dislike', 'what', 'good', 'one', 'cat', 'might', 'good', 'another', 'learn', 'cat', 'see', 'like', 'give', 'them', 'cat', 'love', 'eukanuba', 'lamb', 'rice', 'maybe', 'cat', 'also', 'maybe', 'not', 'fair', 'try', 'food', 'review', 'owner', 'say', 'cat', 'like', 'previously', 'stated', 'maybe', 'cat', 'like', 'maybe', 'cat', 'love', 'tried', 'cat', 'food', 'based', 'good', 'review', 'figuring', 'food', 'automatically', 'hit', 'sometimes', 'sometimes', 'cat']",right cat found outside good eight year ago found another cat adopted also always fed eukanuba adult lamb rice dry cat food truly love first open bag smell savory aroma cat found outdoor adopted one turned turkish angora marking similar snow leopard third cat found part egyptian mau also feed feral cat living back yard year love food even changed formula food year ago still eat love read ingredient excellently made real plus diet they eating year now yet see cat turn nose food. the dry food cat love fancy feast gourmet filet mignon flavor real seafood shrimp dry cat food they started eating eagle pack natural pet food indoor formula cat cat food brand called 'artemis problem eating dry food rescuing cat year now owned many cat one time one set kitten born outdoor brought indoors mother kept day passed they lived close year age ate eukanuba lamb rice loved food turned nose like 'chicken soup 'taste wild way human like dislike way cat like dislike what good one cat might good another learn cat see like give them cat love eukanuba lamb rice maybe cat also maybe not fair try food review owner say cat like previously stated maybe cat like maybe cat love tried cat food based good review figuring food automatically hit sometimes sometimes cat,1,1,0.0
90,positive,25/5/21,"Ironically, I am an Amazon seasonal worker.  I discovered these tasty treats while working on the sales floor...I kept thinking, ""Wow, I sure ship alot of these things; WHAT are they?""  So I went home and checked them out on line for myself...I am a very active and healthy person.  I am ALWAYS looking for wholesome breakfast options; I have a hard time eating in the AM...These cookies are so filling and delish!!  I eat one at around 8 am and I am FINE until lunch...Healthy ingredients to fuel your busy day/lifestyle...I can't wait to put them in my back pack when I go hiking next!!!!","['ironically', 'amazon', 'seasonal', 'worker', 'discovered', 'tasty', 'treat', 'working', 'sale', 'floor', '...', 'kept', 'thinking', 'wow', 'sure', 'ship', 'alot', 'thing', 'they', 'went', 'home', 'checked', 'line', 'myself', '...', 'active', 'healthy', 'person', 'always', 'looking', 'wholesome', 'breakfast', 'option', 'hard', 'time', 'eating', '...', 'these', 'cooky', 'filling', 'delish', 'eat', 'one', 'around', 'fine', 'lunch', '...', 'healthy', 'ingredient', 'fuel', 'busy', 'day/lifestyle', '...', 'wait', 'put', 'back', 'pack', 'hiking', 'next']",ironically amazon seasonal worker discovered tasty treat working sale floor ... kept thinking wow sure ship alot thing they went home checked line myself ... active healthy person always looking wholesome breakfast option hard time eating ... these cooky filling delish eat one around fine lunch ... healthy ingredient fuel busy day/lifestyle ... wait put back pack hiking next,1,1,1.0
93,negative,3/6/21,do not fed your dog any happy hip = dogswell product - it is not safe - google it<br />if your dog has eaten them regularly have the vet do blood work,"['fed', 'dog', 'happy', 'hip', 'dogswell', 'product', 'safe', 'google', 'dog', 'eaten', 'regularly', 'vet', 'blood', 'work']",fed dog happy hip dogswell product safe google dog eaten regularly vet blood work,0,0,0.0
95,positive,19/6/21,"These ""Whenever Bars"" taste like soft chocolate chip cookies. The coconut flavor is very good and natural tasting.<br /><br />Don't be deceived by the size of the package. The wrapper is much larger than the bar. Still, it is a satisfying snack and comes in at a respectable 180 calories.<br /><br />I eat them around mid-morning or as a late night snack. I do not avoid gluten, wheat, or dairy (these bars are wheat-free, gluten-free, and non-dairy) but do enjoy organic foods and was pleased to see healthy ingredients including oats, agave, chia seeds, brown rice flour, etc.<br /><br />Once these become available in the Subscribe and Save program I feel certain I will subscribe. They are great to have around for a low calorie, sweet treat.","['whenever', 'bar', 'taste', 'like', 'soft', 'chocolate', 'chip', 'cooky', 'coconut', 'flavor', 'good', 'natural', 'tasting.', 'deceived', 'size', 'package', 'wrapper', 'much', 'larger', 'bar', 'still', 'satisfying', 'snack', 'come', 'respectable', 'calories.', 'eat', 'around', 'mid-morning', 'late', 'night', 'snack', 'avoid', 'gluten', 'wheat', 'dairy', 'these', 'bar', 'wheat-free', 'gluten-free', 'non-dairy', 'enjoy', 'organic', 'food', 'pleased', 'see', 'healthy', 'ingredient', 'including', 'oat', 'agave', 'chia', 'seed', 'brown', 'rice', 'flour', 'etc.', 'once', 'become', 'available', 'subscribe', 'save', 'program', 'feel', 'certain', 'subscribe', 'great', 'around', 'low', 'calorie', 'sweet', 'treat']",whenever bar taste like soft chocolate chip cooky coconut flavor good natural tasting. deceived size package wrapper much larger bar still satisfying snack come respectable calories. eat around mid-morning late night snack avoid gluten wheat dairy these bar wheat-free gluten-free non-dairy enjoy organic food pleased see healthy ingredient including oat agave chia seed brown rice flour etc. once become available subscribe save program feel certain subscribe great around low calorie sweet treat,1,1,1.0
100,positive,25/5/21,This is part of my regular order now.  I love it!  I used it when I did the Master Cleanse and it was perfect.,"['part', 'regular', 'order', 'now', 'love', 'used', 'master', 'cleanse', 'perfect']",part regular order now love used master cleanse perfect,1,1,1.0
102,positive,11/9/21,Somersaults are a terrific snack...addictive really.  Healthier than most snacks and very convenient packaging.  Be warned you will want more.,"['somersault', 'terrific', 'snack', '...', 'addictive', 'really', 'healthier', 'snack', 'convenient', 'packaging', 'warned', 'want', 'more']",somersault terrific snack ... addictive really healthier snack convenient packaging warned want more,1,1,1.0
106,positive,28/7/21,"These have a lot less sugar than other brands, but still a lot of chocolate flavor.  I'd eat plain almonds every now and then but they left my mouth dry.  These are addictive, and I eat them every day.  They make a great, healthy snack.","['lot', 'sugar', 'brand', 'still', 'lot', 'chocolate', 'flavor', 'eat', 'plain', 'almond', 'every', 'left', 'mouth', 'dry', 'addictive', 'eat', 'every', 'day', 'make', 'great', 'healthy', 'snack']",lot sugar brand still lot chocolate flavor eat plain almond every left mouth dry addictive eat every day make great healthy snack,1,1,1.0
107,positive,13/10/21,"Best dark chocolate ever, I wish it was stocked well at amazon","['best', 'dark', 'chocolate', 'ever', 'wish', 'stocked', 'well', 'amazon']",best dark chocolate ever wish stocked well amazon,1,1,1.0
109,positive,14/12/20,"I am a fan of Kashi.  It seems that everything they make is not only quite healthy, but also very tasty.  My father can't stand the health food that I buy, but he had one of these and actually liked it.  I will convert him yet.","['fan', 'kashi', 'seems', 'everything', 'make', 'quite', 'healthy', 'also', 'tasty', 'father', 'stand', 'health', 'food', 'buy', 'one', 'actually', 'liked', 'convert', 'yet']",fan kashi seems everything make quite healthy also tasty father stand health food buy one actually liked convert yet,1,1,1.0
121,positive,14/12/20,if you want a healthy treat and one that is very satisfying try the lara bars. an important plus is that is soy free which is important to a lot of people these days.,"['want', 'healthy', 'treat', 'one', 'satisfying', 'try', 'lara', 'bar', 'important', 'plus', 'soy', 'free', 'important', 'lot', 'people', 'day']",want healthy treat one satisfying try lara bar important plus soy free important lot people day,1,1,1.0
132,positive,12/10/21,"Great product. No fat. All natural, nothing added. Great crunch and taste! Favorite company by far!","['great', 'product', 'fat', 'natural', 'nothing', 'added', 'great', 'crunch', 'taste', 'favorite', 'company', 'far']",great product fat natural nothing added great crunch taste favorite company far,1,1,1.0
135,positive,2/7/21,My dog LOVES these treats! The ingredients are so good for her and they don't cause any allergies or reactions either. Great product!,"['dog', 'love', 'treat', 'ingredient', 'good', 'cause', 'allergy', 'reaction', 'either', 'great', 'product']",dog love treat ingredient good cause allergy reaction either great product,1,1,1.0
144,positive,19/2/20,"These are absolutely delicious and healthier than other cookies since made with wheat flour, rice syrup and cane juice rather than white flour and sugar.  My kids love them and enjoy them as a snack with a glass of milk.","['absolutely', 'delicious', 'healthier', 'cooky', 'since', 'made', 'wheat', 'flour', 'rice', 'syrup', 'cane', 'juice', 'rather', 'white', 'flour', 'sugar', 'kid', 'love', 'enjoy', 'snack', 'glass', 'milk']",absolutely delicious healthier cooky since made wheat flour rice syrup cane juice rather white flour sugar kid love enjoy snack glass milk,1,1,1.0
149,positive,2/2/20,My kids absolutely love these!  They appeal to all my kids from my 6 year old to my 14 year old.  We will be on automatic reorder from now on!!!!,"['kid', 'absolutely', 'love', 'these', 'appeal', 'kid', 'year', 'old', 'year', 'old', 'automatic', 'reorder']",kid absolutely love these appeal kid year old year old automatic reorder,1,1,1.0
151,positive,22/11/20,"I was pleased with the ingredients in these bars. I thought that there could have been a slightly bolder fruit flavor. The peanuts were plentiful, and that was a plus for me. Overall, I would rate them a good buy, and would definitely consider purchasing them.","['pleased', 'ingredient', 'bar', 'thought', 'could', 'slightly', 'bolder', 'fruit', 'flavor', 'peanut', 'plentiful', 'plus', 'overall', 'would', 'rate', 'good', 'buy', 'would', 'definitely', 'consider', 'purchasing', 'them']",pleased ingredient bar thought could slightly bolder fruit flavor peanut plentiful plus overall would rate good buy would definitely consider purchasing them,1,1,1.0
157,positive,17/10/20,"These low fat rice crackers have just the right amount of wasabi heat. Fast service, great vender. Individual servings stay fresh until needed.","['low', 'fat', 'rice', 'cracker', 'right', 'amount', 'wasabi', 'heat', 'fast', 'service', 'great', 'vender', 'individual', 'serving', 'stay', 'fresh', 'needed']",low fat rice cracker right amount wasabi heat fast service great vender individual serving stay fresh needed,1,1,1.0
167,positive,5/2/20,This is a great product even though I am a health nut.  The Acai powder taste really good with my protein shake plus it has a high potency.  I will mix this powder with a chocolate protein shake and both taste and color changes which shows it's the real deal.  Even though it is a antioxidant product you have to eat right as well to feel the effect.  FOLLOW THE INSTRUCTIONS really carefully put in the refrigerator after first use or else it will spoil.,"['great', 'product', 'even', 'though', 'health', 'nut', 'acai', 'powder', 'taste', 'really', 'good', 'protein', 'shake', 'plus', 'high', 'potency', 'mix', 'powder', 'chocolate', 'protein', 'shake', 'taste', 'color', 'change', 'show', 'real', 'deal', 'even', 'though', 'antioxidant', 'product', 'eat', 'right', 'well', 'feel', 'effect', 'follow', 'instruction', 'really', 'carefully', 'put', 'refrigerator', 'first', 'use', 'else', 'spoil']",great product even though health nut acai powder taste really good protein shake plus high potency mix powder chocolate protein shake taste color change show real deal even though antioxidant product eat right well feel effect follow instruction really carefully put refrigerator first use else spoil,1,1,1.0
168,positive,22/7/19,"I have been purchasing this item directly at Target once a week for the past four months, and have been very satisfied with each purchase. The nuts taste fresh, they are crunchy, and a good variety. No peanuts!!! I made the transition from slated nuts to these<br />without any trouble, because they are so good. A great product that you will feel good about eating.","['purchasing', 'item', 'directly', 'target', 'week', 'past', 'four', 'month', 'satisfied', 'purchase', 'nut', 'taste', 'fresh', 'crunchy', 'good', 'variety', 'peanut', 'made', 'transition', 'slated', 'nut', 'these', 'without', 'trouble', 'good', 'great', 'product', 'feel', 'good', 'eating']",purchasing item directly target week past four month satisfied purchase nut taste fresh crunchy good variety peanut made transition slated nut these without trouble good great product feel good eating,1,1,1.0
